image,ua,us,g,run
g013\a001_s001_g013_0100.T.CW.mat,0.05,10,-0.7,100
g014\a001_s001_g014_0071.T.CW.mat,0.05,10,-0.675,71
g014\a001_s001_g014_0072.T.CW.mat,0.05,10,-0.675,72
g014\a001_s001_g014_0073.T.CW.mat,0.05,10,-0.675,73
g014\a001_s001_g014_0074.T.CW.mat,0.05,10,-0.675,74
g014\a001_s001_g014_0075.T.CW.mat,0.05,10,-0.675,75
g014\a001_s001_g014_0076.T.CW.mat,0.05,10,-0.675,76
g014\a001_s001_g014_0077.T.CW.mat,0.05,10,-0.675,77
g014\a001_s001_g014_0078.T.CW.mat,0.05,10,-0.675,78
g014\a001_s001_g014_0079.T.CW.mat,0.05,10,-0.675,79
g014\a001_s001_g014_0080.T.CW.mat,0.05,10,-0.675,80
g014\a001_s001_g014_0081.T.CW.mat,0.05,10,-0.675,81
g014\a001_s001_g014_0082.T.CW.mat,0.05,10,-0.675,82
g014\a001_s001_g014_0083.T.CW.mat,0.05,10,-0.675,83
g014\a001_s001_g014_0084.T.CW.mat,0.05,10,-0.675,84
g014\a001_s001_g014_0085.T.CW.mat,0.05,10,-0.675,85
g014\a001_s001_g014_0086.T.CW.mat,0.05,10,-0.675,86
g014\a001_s001_g014_0087.T.CW.mat,0.05,10,-0.675,87
g014\a001_s001_g014_0088.T.CW.mat,0.05,10,-0.675,88
g014\a001_s001_g014_0089.T.CW.mat,0.05,10,-0.675,89
g014\a001_s001_g014_0090.T.CW.mat,0.05,10,-0.675,90
g014\a001_s001_g014_0091.T.CW.mat,0.05,10,-0.675,91
g014\a001_s001_g014_0092.T.CW.mat,0.05,10,-0.675,92
g014\a001_s001_g014_0093.T.CW.mat,0.05,10,-0.675,93
g014\a001_s001_g014_0094.T.CW.mat,0.05,10,-0.675,94
g014\a001_s001_g014_0095.T.CW.mat,0.05,10,-0.675,95
g014\a001_s001_g014_0096.T.CW.mat,0.05,10,-0.675,96
g014\a001_s001_g014_0097.T.CW.mat,0.05,10,-0.675,97
g014\a001_s001_g014_0098.T.CW.mat,0.05,10,-0.675,98
g014\a001_s001_g014_0099.T.CW.mat,0.05,10,-0.675,99
g014\a001_s001_g014_0100.T.CW.mat,0.05,10,-0.675,100
g015\a001_s001_g015_0071.T.CW.mat,0.05,10,-0.65,71
g015\a001_s001_g015_0072.T.CW.mat,0.05,10,-0.65,72
g015\a001_s001_g015_0073.T.CW.mat,0.05,10,-0.65,73
g015\a001_s001_g015_0074.T.CW.mat,0.05,10,-0.65,74
g015\a001_s001_g015_0075.T.CW.mat,0.05,10,-0.65,75
g015\a001_s001_g015_0076.T.CW.mat,0.05,10,-0.65,76
g015\a001_s001_g015_0077.T.CW.mat,0.05,10,-0.65,77
g015\a001_s001_g015_0078.T.CW.mat,0.05,10,-0.65,78
g015\a001_s001_g015_0079.T.CW.mat,0.05,10,-0.65,79
g015\a001_s001_g015_0080.T.CW.mat,0.05,10,-0.65,80
g015\a001_s001_g015_0081.T.CW.mat,0.05,10,-0.65,81
g015\a001_s001_g015_0082.T.CW.mat,0.05,10,-0.65,82
g015\a001_s001_g015_0083.T.CW.mat,0.05,10,-0.65,83
g015\a001_s001_g015_0084.T.CW.mat,0.05,10,-0.65,84
g015\a001_s001_g015_0085.T.CW.mat,0.05,10,-0.65,85
g015\a001_s001_g015_0086.T.CW.mat,0.05,10,-0.65,86
g015\a001_s001_g015_0087.T.CW.mat,0.05,10,-0.65,87
g015\a001_s001_g015_0088.T.CW.mat,0.05,10,-0.65,88
g015\a001_s001_g015_0089.T.CW.mat,0.05,10,-0.65,89
g015\a001_s001_g015_0090.T.CW.mat,0.05,10,-0.65,90
g015\a001_s001_g015_0091.T.CW.mat,0.05,10,-0.65,91
g015\a001_s001_g015_0092.T.CW.mat,0.05,10,-0.65,92
g015\a001_s001_g015_0093.T.CW.mat,0.05,10,-0.65,93
g015\a001_s001_g015_0094.T.CW.mat,0.05,10,-0.65,94
g015\a001_s001_g015_0095.T.CW.mat,0.05,10,-0.65,95
g015\a001_s001_g015_0096.T.CW.mat,0.05,10,-0.65,96
g015\a001_s001_g015_0097.T.CW.mat,0.05,10,-0.65,97
g015\a001_s001_g015_0098.T.CW.mat,0.05,10,-0.65,98
g015\a001_s001_g015_0099.T.CW.mat,0.05,10,-0.65,99
g015\a001_s001_g015_0100.T.CW.mat,0.05,10,-0.65,100
g016\a001_s001_g016_0071.T.CW.mat,0.05,10,-0.625,71
g016\a001_s001_g016_0072.T.CW.mat,0.05,10,-0.625,72
g016\a001_s001_g016_0073.T.CW.mat,0.05,10,-0.625,73
g016\a001_s001_g016_0074.T.CW.mat,0.05,10,-0.625,74
g016\a001_s001_g016_0075.T.CW.mat,0.05,10,-0.625,75
g016\a001_s001_g016_0076.T.CW.mat,0.05,10,-0.625,76
g016\a001_s001_g016_0077.T.CW.mat,0.05,10,-0.625,77
g016\a001_s001_g016_0078.T.CW.mat,0.05,10,-0.625,78
g016\a001_s001_g016_0079.T.CW.mat,0.05,10,-0.625,79
g016\a001_s001_g016_0080.T.CW.mat,0.05,10,-0.625,80
g016\a001_s001_g016_0081.T.CW.mat,0.05,10,-0.625,81
g016\a001_s001_g016_0082.T.CW.mat,0.05,10,-0.625,82
g016\a001_s001_g016_0083.T.CW.mat,0.05,10,-0.625,83
g016\a001_s001_g016_0084.T.CW.mat,0.05,10,-0.625,84
g016\a001_s001_g016_0085.T.CW.mat,0.05,10,-0.625,85
g016\a001_s001_g016_0086.T.CW.mat,0.05,10,-0.625,86
g016\a001_s001_g016_0087.T.CW.mat,0.05,10,-0.625,87
g016\a001_s001_g016_0088.T.CW.mat,0.05,10,-0.625,88
g016\a001_s001_g016_0089.T.CW.mat,0.05,10,-0.625,89
g016\a001_s001_g016_0090.T.CW.mat,0.05,10,-0.625,90
g016\a001_s001_g016_0091.T.CW.mat,0.05,10,-0.625,91
g016\a001_s001_g016_0092.T.CW.mat,0.05,10,-0.625,92
g016\a001_s001_g016_0093.T.CW.mat,0.05,10,-0.625,93
g016\a001_s001_g016_0094.T.CW.mat,0.05,10,-0.625,94
g016\a001_s001_g016_0095.T.CW.mat,0.05,10,-0.625,95
g016\a001_s001_g016_0096.T.CW.mat,0.05,10,-0.625,96
g016\a001_s001_g016_0097.T.CW.mat,0.05,10,-0.625,97
g016\a001_s001_g016_0098.T.CW.mat,0.05,10,-0.625,98
g016\a001_s001_g016_0099.T.CW.mat,0.05,10,-0.625,99
g016\a001_s001_g016_0100.T.CW.mat,0.05,10,-0.625,100
g017\a001_s001_g017_0071.T.CW.mat,0.05,10,-0.6,71
g017\a001_s001_g017_0072.T.CW.mat,0.05,10,-0.6,72
g017\a001_s001_g017_0073.T.CW.mat,0.05,10,-0.6,73
g017\a001_s001_g017_0074.T.CW.mat,0.05,10,-0.6,74
g017\a001_s001_g017_0075.T.CW.mat,0.05,10,-0.6,75
g017\a001_s001_g017_0076.T.CW.mat,0.05,10,-0.6,76
g017\a001_s001_g017_0077.T.CW.mat,0.05,10,-0.6,77
g017\a001_s001_g017_0078.T.CW.mat,0.05,10,-0.6,78
g017\a001_s001_g017_0079.T.CW.mat,0.05,10,-0.6,79
g017\a001_s001_g017_0080.T.CW.mat,0.05,10,-0.6,80
g017\a001_s001_g017_0081.T.CW.mat,0.05,10,-0.6,81
g017\a001_s001_g017_0082.T.CW.mat,0.05,10,-0.6,82
g017\a001_s001_g017_0083.T.CW.mat,0.05,10,-0.6,83
g017\a001_s001_g017_0084.T.CW.mat,0.05,10,-0.6,84
g017\a001_s001_g017_0085.T.CW.mat,0.05,10,-0.6,85
g017\a001_s001_g017_0086.T.CW.mat,0.05,10,-0.6,86
g017\a001_s001_g017_0087.T.CW.mat,0.05,10,-0.6,87
g017\a001_s001_g017_0088.T.CW.mat,0.05,10,-0.6,88
g017\a001_s001_g017_0089.T.CW.mat,0.05,10,-0.6,89
g017\a001_s001_g017_0090.T.CW.mat,0.05,10,-0.6,90
g017\a001_s001_g017_0091.T.CW.mat,0.05,10,-0.6,91
g017\a001_s001_g017_0092.T.CW.mat,0.05,10,-0.6,92
g017\a001_s001_g017_0093.T.CW.mat,0.05,10,-0.6,93
g017\a001_s001_g017_0094.T.CW.mat,0.05,10,-0.6,94
g017\a001_s001_g017_0095.T.CW.mat,0.05,10,-0.6,95
g017\a001_s001_g017_0096.T.CW.mat,0.05,10,-0.6,96
g017\a001_s001_g017_0097.T.CW.mat,0.05,10,-0.6,97
g017\a001_s001_g017_0098.T.CW.mat,0.05,10,-0.6,98
g017\a001_s001_g017_0099.T.CW.mat,0.05,10,-0.6,99
g017\a001_s001_g017_0100.T.CW.mat,0.05,10,-0.6,100
g018\a001_s001_g018_0071.T.CW.mat,0.05,10,-0.575,71
g018\a001_s001_g018_0072.T.CW.mat,0.05,10,-0.575,72
g018\a001_s001_g018_0073.T.CW.mat,0.05,10,-0.575,73
g018\a001_s001_g018_0074.T.CW.mat,0.05,10,-0.575,74
g018\a001_s001_g018_0075.T.CW.mat,0.05,10,-0.575,75
g018\a001_s001_g018_0076.T.CW.mat,0.05,10,-0.575,76
g018\a001_s001_g018_0077.T.CW.mat,0.05,10,-0.575,77
g018\a001_s001_g018_0078.T.CW.mat,0.05,10,-0.575,78
g018\a001_s001_g018_0079.T.CW.mat,0.05,10,-0.575,79
g018\a001_s001_g018_0080.T.CW.mat,0.05,10,-0.575,80
g018\a001_s001_g018_0081.T.CW.mat,0.05,10,-0.575,81
g018\a001_s001_g018_0082.T.CW.mat,0.05,10,-0.575,82
g018\a001_s001_g018_0083.T.CW.mat,0.05,10,-0.575,83
g018\a001_s001_g018_0084.T.CW.mat,0.05,10,-0.575,84
g018\a001_s001_g018_0085.T.CW.mat,0.05,10,-0.575,85
g018\a001_s001_g018_0086.T.CW.mat,0.05,10,-0.575,86
g018\a001_s001_g018_0087.T.CW.mat,0.05,10,-0.575,87
g018\a001_s001_g018_0088.T.CW.mat,0.05,10,-0.575,88
g018\a001_s001_g018_0089.T.CW.mat,0.05,10,-0.575,89
g018\a001_s001_g018_0090.T.CW.mat,0.05,10,-0.575,90
g018\a001_s001_g018_0091.T.CW.mat,0.05,10,-0.575,91
g018\a001_s001_g018_0092.T.CW.mat,0.05,10,-0.575,92
g018\a001_s001_g018_0093.T.CW.mat,0.05,10,-0.575,93
g018\a001_s001_g018_0094.T.CW.mat,0.05,10,-0.575,94
g018\a001_s001_g018_0095.T.CW.mat,0.05,10,-0.575,95
g018\a001_s001_g018_0096.T.CW.mat,0.05,10,-0.575,96
g018\a001_s001_g018_0097.T.CW.mat,0.05,10,-0.575,97
g018\a001_s001_g018_0098.T.CW.mat,0.05,10,-0.575,98
g018\a001_s001_g018_0099.T.CW.mat,0.05,10,-0.575,99
g018\a001_s001_g018_0100.T.CW.mat,0.05,10,-0.575,100
g019\a001_s001_g019_0071.T.CW.mat,0.05,10,-0.55,71
g019\a001_s001_g019_0072.T.CW.mat,0.05,10,-0.55,72
g019\a001_s001_g019_0073.T.CW.mat,0.05,10,-0.55,73
g019\a001_s001_g019_0074.T.CW.mat,0.05,10,-0.55,74
g019\a001_s001_g019_0075.T.CW.mat,0.05,10,-0.55,75
g019\a001_s001_g019_0076.T.CW.mat,0.05,10,-0.55,76
g019\a001_s001_g019_0077.T.CW.mat,0.05,10,-0.55,77
g019\a001_s001_g019_0078.T.CW.mat,0.05,10,-0.55,78
g019\a001_s001_g019_0079.T.CW.mat,0.05,10,-0.55,79
g019\a001_s001_g019_0080.T.CW.mat,0.05,10,-0.55,80
g019\a001_s001_g019_0081.T.CW.mat,0.05,10,-0.55,81
g019\a001_s001_g019_0082.T.CW.mat,0.05,10,-0.55,82
g019\a001_s001_g019_0083.T.CW.mat,0.05,10,-0.55,83
g019\a001_s001_g019_0084.T.CW.mat,0.05,10,-0.55,84
g019\a001_s001_g019_0085.T.CW.mat,0.05,10,-0.55,85
g019\a001_s001_g019_0086.T.CW.mat,0.05,10,-0.55,86
g019\a001_s001_g019_0087.T.CW.mat,0.05,10,-0.55,87
g019\a001_s001_g019_0088.T.CW.mat,0.05,10,-0.55,88
g019\a001_s001_g019_0089.T.CW.mat,0.05,10,-0.55,89
g019\a001_s001_g019_0090.T.CW.mat,0.05,10,-0.55,90
g019\a001_s001_g019_0091.T.CW.mat,0.05,10,-0.55,91
g019\a001_s001_g019_0092.T.CW.mat,0.05,10,-0.55,92
g019\a001_s001_g019_0093.T.CW.mat,0.05,10,-0.55,93
g019\a001_s001_g019_0094.T.CW.mat,0.05,10,-0.55,94
g019\a001_s001_g019_0095.T.CW.mat,0.05,10,-0.55,95
g019\a001_s001_g019_0096.T.CW.mat,0.05,10,-0.55,96
g019\a001_s001_g019_0097.T.CW.mat,0.05,10,-0.55,97
g019\a001_s001_g019_0098.T.CW.mat,0.05,10,-0.55,98
g019\a001_s001_g019_0099.T.CW.mat,0.05,10,-0.55,99
g019\a001_s001_g019_0100.T.CW.mat,0.05,10,-0.55,100
g020\a001_s001_g020_0071.T.CW.mat,0.05,10,-0.525,71
g020\a001_s001_g020_0072.T.CW.mat,0.05,10,-0.525,72
g020\a001_s001_g020_0073.T.CW.mat,0.05,10,-0.525,73
g020\a001_s001_g020_0074.T.CW.mat,0.05,10,-0.525,74
g020\a001_s001_g020_0075.T.CW.mat,0.05,10,-0.525,75
g020\a001_s001_g020_0076.T.CW.mat,0.05,10,-0.525,76
g020\a001_s001_g020_0077.T.CW.mat,0.05,10,-0.525,77
g020\a001_s001_g020_0078.T.CW.mat,0.05,10,-0.525,78
g020\a001_s001_g020_0079.T.CW.mat,0.05,10,-0.525,79
g020\a001_s001_g020_0080.T.CW.mat,0.05,10,-0.525,80
g020\a001_s001_g020_0081.T.CW.mat,0.05,10,-0.525,81
g020\a001_s001_g020_0082.T.CW.mat,0.05,10,-0.525,82
g020\a001_s001_g020_0083.T.CW.mat,0.05,10,-0.525,83
g020\a001_s001_g020_0084.T.CW.mat,0.05,10,-0.525,84
g020\a001_s001_g020_0085.T.CW.mat,0.05,10,-0.525,85
g020\a001_s001_g020_0086.T.CW.mat,0.05,10,-0.525,86
g020\a001_s001_g020_0087.T.CW.mat,0.05,10,-0.525,87
g020\a001_s001_g020_0088.T.CW.mat,0.05,10,-0.525,88
g020\a001_s001_g020_0089.T.CW.mat,0.05,10,-0.525,89
g020\a001_s001_g020_0090.T.CW.mat,0.05,10,-0.525,90
g020\a001_s001_g020_0091.T.CW.mat,0.05,10,-0.525,91
g020\a001_s001_g020_0092.T.CW.mat,0.05,10,-0.525,92
g020\a001_s001_g020_0093.T.CW.mat,0.05,10,-0.525,93
g020\a001_s001_g020_0094.T.CW.mat,0.05,10,-0.525,94
g020\a001_s001_g020_0095.T.CW.mat,0.05,10,-0.525,95
g020\a001_s001_g020_0096.T.CW.mat,0.05,10,-0.525,96
g020\a001_s001_g020_0097.T.CW.mat,0.05,10,-0.525,97
g020\a001_s001_g020_0098.T.CW.mat,0.05,10,-0.525,98
g020\a001_s001_g020_0099.T.CW.mat,0.05,10,-0.525,99
g020\a001_s001_g020_0100.T.CW.mat,0.05,10,-0.525,100
g021\a001_s001_g021_0071.T.CW.mat,0.05,10,-0.5,71
g021\a001_s001_g021_0072.T.CW.mat,0.05,10,-0.5,72
g021\a001_s001_g021_0073.T.CW.mat,0.05,10,-0.5,73
g021\a001_s001_g021_0074.T.CW.mat,0.05,10,-0.5,74
g021\a001_s001_g021_0075.T.CW.mat,0.05,10,-0.5,75
g021\a001_s001_g021_0076.T.CW.mat,0.05,10,-0.5,76
g021\a001_s001_g021_0077.T.CW.mat,0.05,10,-0.5,77
g021\a001_s001_g021_0078.T.CW.mat,0.05,10,-0.5,78
g021\a001_s001_g021_0079.T.CW.mat,0.05,10,-0.5,79
g021\a001_s001_g021_0080.T.CW.mat,0.05,10,-0.5,80
g021\a001_s001_g021_0081.T.CW.mat,0.05,10,-0.5,81
g021\a001_s001_g021_0082.T.CW.mat,0.05,10,-0.5,82
g021\a001_s001_g021_0083.T.CW.mat,0.05,10,-0.5,83
g021\a001_s001_g021_0084.T.CW.mat,0.05,10,-0.5,84
g021\a001_s001_g021_0085.T.CW.mat,0.05,10,-0.5,85
g021\a001_s001_g021_0086.T.CW.mat,0.05,10,-0.5,86
g021\a001_s001_g021_0087.T.CW.mat,0.05,10,-0.5,87
g021\a001_s001_g021_0088.T.CW.mat,0.05,10,-0.5,88
g021\a001_s001_g021_0089.T.CW.mat,0.05,10,-0.5,89
g021\a001_s001_g021_0090.T.CW.mat,0.05,10,-0.5,90
g021\a001_s001_g021_0091.T.CW.mat,0.05,10,-0.5,91
g021\a001_s001_g021_0092.T.CW.mat,0.05,10,-0.5,92
g021\a001_s001_g021_0093.T.CW.mat,0.05,10,-0.5,93
g021\a001_s001_g021_0094.T.CW.mat,0.05,10,-0.5,94
g021\a001_s001_g021_0095.T.CW.mat,0.05,10,-0.5,95
g021\a001_s001_g021_0096.T.CW.mat,0.05,10,-0.5,96
g021\a001_s001_g021_0097.T.CW.mat,0.05,10,-0.5,97
g021\a001_s001_g021_0098.T.CW.mat,0.05,10,-0.5,98
g021\a001_s001_g021_0099.T.CW.mat,0.05,10,-0.5,99
g021\a001_s001_g021_0100.T.CW.mat,0.05,10,-0.5,100
g022\a001_s001_g022_0071.T.CW.mat,0.05,10,-0.475,71
g022\a001_s001_g022_0072.T.CW.mat,0.05,10,-0.475,72
g022\a001_s001_g022_0073.T.CW.mat,0.05,10,-0.475,73
g022\a001_s001_g022_0074.T.CW.mat,0.05,10,-0.475,74
g022\a001_s001_g022_0075.T.CW.mat,0.05,10,-0.475,75
g022\a001_s001_g022_0076.T.CW.mat,0.05,10,-0.475,76
g022\a001_s001_g022_0077.T.CW.mat,0.05,10,-0.475,77
g022\a001_s001_g022_0078.T.CW.mat,0.05,10,-0.475,78
g022\a001_s001_g022_0079.T.CW.mat,0.05,10,-0.475,79
g022\a001_s001_g022_0080.T.CW.mat,0.05,10,-0.475,80
g022\a001_s001_g022_0081.T.CW.mat,0.05,10,-0.475,81
g022\a001_s001_g022_0082.T.CW.mat,0.05,10,-0.475,82
g022\a001_s001_g022_0083.T.CW.mat,0.05,10,-0.475,83
g022\a001_s001_g022_0084.T.CW.mat,0.05,10,-0.475,84
g022\a001_s001_g022_0085.T.CW.mat,0.05,10,-0.475,85
g022\a001_s001_g022_0086.T.CW.mat,0.05,10,-0.475,86
g022\a001_s001_g022_0087.T.CW.mat,0.05,10,-0.475,87
g022\a001_s001_g022_0088.T.CW.mat,0.05,10,-0.475,88
g022\a001_s001_g022_0089.T.CW.mat,0.05,10,-0.475,89
g022\a001_s001_g022_0090.T.CW.mat,0.05,10,-0.475,90
g022\a001_s001_g022_0091.T.CW.mat,0.05,10,-0.475,91
g022\a001_s001_g022_0092.T.CW.mat,0.05,10,-0.475,92
g022\a001_s001_g022_0093.T.CW.mat,0.05,10,-0.475,93
g022\a001_s001_g022_0094.T.CW.mat,0.05,10,-0.475,94
g022\a001_s001_g022_0095.T.CW.mat,0.05,10,-0.475,95
g022\a001_s001_g022_0096.T.CW.mat,0.05,10,-0.475,96
g022\a001_s001_g022_0097.T.CW.mat,0.05,10,-0.475,97
g022\a001_s001_g022_0098.T.CW.mat,0.05,10,-0.475,98
g022\a001_s001_g022_0099.T.CW.mat,0.05,10,-0.475,99
g022\a001_s001_g022_0100.T.CW.mat,0.05,10,-0.475,100
g023\a001_s001_g023_0071.T.CW.mat,0.05,10,-0.45,71
g023\a001_s001_g023_0072.T.CW.mat,0.05,10,-0.45,72
g023\a001_s001_g023_0073.T.CW.mat,0.05,10,-0.45,73
g023\a001_s001_g023_0074.T.CW.mat,0.05,10,-0.45,74
g023\a001_s001_g023_0075.T.CW.mat,0.05,10,-0.45,75
g023\a001_s001_g023_0076.T.CW.mat,0.05,10,-0.45,76
g023\a001_s001_g023_0077.T.CW.mat,0.05,10,-0.45,77
g023\a001_s001_g023_0078.T.CW.mat,0.05,10,-0.45,78
g023\a001_s001_g023_0079.T.CW.mat,0.05,10,-0.45,79
g023\a001_s001_g023_0080.T.CW.mat,0.05,10,-0.45,80
g023\a001_s001_g023_0081.T.CW.mat,0.05,10,-0.45,81
g023\a001_s001_g023_0082.T.CW.mat,0.05,10,-0.45,82
g023\a001_s001_g023_0083.T.CW.mat,0.05,10,-0.45,83
g023\a001_s001_g023_0084.T.CW.mat,0.05,10,-0.45,84
g023\a001_s001_g023_0085.T.CW.mat,0.05,10,-0.45,85
g023\a001_s001_g023_0086.T.CW.mat,0.05,10,-0.45,86
g023\a001_s001_g023_0087.T.CW.mat,0.05,10,-0.45,87
g023\a001_s001_g023_0088.T.CW.mat,0.05,10,-0.45,88
g023\a001_s001_g023_0089.T.CW.mat,0.05,10,-0.45,89
g023\a001_s001_g023_0090.T.CW.mat,0.05,10,-0.45,90
g023\a001_s001_g023_0091.T.CW.mat,0.05,10,-0.45,91
g023\a001_s001_g023_0092.T.CW.mat,0.05,10,-0.45,92
g023\a001_s001_g023_0093.T.CW.mat,0.05,10,-0.45,93
g023\a001_s001_g023_0094.T.CW.mat,0.05,10,-0.45,94
g023\a001_s001_g023_0095.T.CW.mat,0.05,10,-0.45,95
g023\a001_s001_g023_0096.T.CW.mat,0.05,10,-0.45,96
g023\a001_s001_g023_0097.T.CW.mat,0.05,10,-0.45,97
g023\a001_s001_g023_0098.T.CW.mat,0.05,10,-0.45,98
g023\a001_s001_g023_0099.T.CW.mat,0.05,10,-0.45,99
g023\a001_s001_g023_0100.T.CW.mat,0.05,10,-0.45,100
g024\a001_s001_g024_0071.T.CW.mat,0.05,10,-0.425,71
g024\a001_s001_g024_0072.T.CW.mat,0.05,10,-0.425,72
g024\a001_s001_g024_0073.T.CW.mat,0.05,10,-0.425,73
g024\a001_s001_g024_0074.T.CW.mat,0.05,10,-0.425,74
g024\a001_s001_g024_0075.T.CW.mat,0.05,10,-0.425,75
g024\a001_s001_g024_0076.T.CW.mat,0.05,10,-0.425,76
g024\a001_s001_g024_0077.T.CW.mat,0.05,10,-0.425,77
g024\a001_s001_g024_0078.T.CW.mat,0.05,10,-0.425,78
g024\a001_s001_g024_0079.T.CW.mat,0.05,10,-0.425,79
g024\a001_s001_g024_0080.T.CW.mat,0.05,10,-0.425,80
g024\a001_s001_g024_0081.T.CW.mat,0.05,10,-0.425,81
g024\a001_s001_g024_0082.T.CW.mat,0.05,10,-0.425,82
g024\a001_s001_g024_0083.T.CW.mat,0.05,10,-0.425,83
g024\a001_s001_g024_0084.T.CW.mat,0.05,10,-0.425,84
g024\a001_s001_g024_0085.T.CW.mat,0.05,10,-0.425,85
g024\a001_s001_g024_0086.T.CW.mat,0.05,10,-0.425,86
g024\a001_s001_g024_0087.T.CW.mat,0.05,10,-0.425,87
g024\a001_s001_g024_0088.T.CW.mat,0.05,10,-0.425,88
g024\a001_s001_g024_0089.T.CW.mat,0.05,10,-0.425,89
g024\a001_s001_g024_0090.T.CW.mat,0.05,10,-0.425,90
g024\a001_s001_g024_0091.T.CW.mat,0.05,10,-0.425,91
g024\a001_s001_g024_0092.T.CW.mat,0.05,10,-0.425,92
g024\a001_s001_g024_0093.T.CW.mat,0.05,10,-0.425,93
g024\a001_s001_g024_0094.T.CW.mat,0.05,10,-0.425,94
g024\a001_s001_g024_0095.T.CW.mat,0.05,10,-0.425,95
g024\a001_s001_g024_0096.T.CW.mat,0.05,10,-0.425,96
g024\a001_s001_g024_0097.T.CW.mat,0.05,10,-0.425,97
g024\a001_s001_g024_0098.T.CW.mat,0.05,10,-0.425,98
g024\a001_s001_g024_0099.T.CW.mat,0.05,10,-0.425,99
g024\a001_s001_g024_0100.T.CW.mat,0.05,10,-0.425,100
g025\a001_s001_g025_0071.T.CW.mat,0.05,10,-0.4,71
g025\a001_s001_g025_0072.T.CW.mat,0.05,10,-0.4,72
g025\a001_s001_g025_0073.T.CW.mat,0.05,10,-0.4,73
g025\a001_s001_g025_0074.T.CW.mat,0.05,10,-0.4,74
g025\a001_s001_g025_0075.T.CW.mat,0.05,10,-0.4,75
g025\a001_s001_g025_0076.T.CW.mat,0.05,10,-0.4,76
g025\a001_s001_g025_0077.T.CW.mat,0.05,10,-0.4,77
g025\a001_s001_g025_0078.T.CW.mat,0.05,10,-0.4,78
g025\a001_s001_g025_0079.T.CW.mat,0.05,10,-0.4,79
g025\a001_s001_g025_0080.T.CW.mat,0.05,10,-0.4,80
g025\a001_s001_g025_0081.T.CW.mat,0.05,10,-0.4,81
g025\a001_s001_g025_0082.T.CW.mat,0.05,10,-0.4,82
g025\a001_s001_g025_0083.T.CW.mat,0.05,10,-0.4,83
g025\a001_s001_g025_0084.T.CW.mat,0.05,10,-0.4,84
g025\a001_s001_g025_0085.T.CW.mat,0.05,10,-0.4,85
g025\a001_s001_g025_0086.T.CW.mat,0.05,10,-0.4,86
g025\a001_s001_g025_0087.T.CW.mat,0.05,10,-0.4,87
g025\a001_s001_g025_0088.T.CW.mat,0.05,10,-0.4,88
g025\a001_s001_g025_0089.T.CW.mat,0.05,10,-0.4,89
g025\a001_s001_g025_0090.T.CW.mat,0.05,10,-0.4,90
g025\a001_s001_g025_0091.T.CW.mat,0.05,10,-0.4,91
g025\a001_s001_g025_0092.T.CW.mat,0.05,10,-0.4,92
g025\a001_s001_g025_0093.T.CW.mat,0.05,10,-0.4,93
g025\a001_s001_g025_0094.T.CW.mat,0.05,10,-0.4,94
g025\a001_s001_g025_0095.T.CW.mat,0.05,10,-0.4,95
g025\a001_s001_g025_0096.T.CW.mat,0.05,10,-0.4,96
g025\a001_s001_g025_0097.T.CW.mat,0.05,10,-0.4,97
g025\a001_s001_g025_0098.T.CW.mat,0.05,10,-0.4,98
g025\a001_s001_g025_0099.T.CW.mat,0.05,10,-0.4,99
g025\a001_s001_g025_0100.T.CW.mat,0.05,10,-0.4,100
g026\a001_s001_g026_0071.T.CW.mat,0.05,10,-0.375,71
g026\a001_s001_g026_0072.T.CW.mat,0.05,10,-0.375,72
g026\a001_s001_g026_0073.T.CW.mat,0.05,10,-0.375,73
g026\a001_s001_g026_0074.T.CW.mat,0.05,10,-0.375,74
g026\a001_s001_g026_0075.T.CW.mat,0.05,10,-0.375,75
g026\a001_s001_g026_0076.T.CW.mat,0.05,10,-0.375,76
g026\a001_s001_g026_0077.T.CW.mat,0.05,10,-0.375,77
g026\a001_s001_g026_0078.T.CW.mat,0.05,10,-0.375,78
g026\a001_s001_g026_0079.T.CW.mat,0.05,10,-0.375,79
g026\a001_s001_g026_0080.T.CW.mat,0.05,10,-0.375,80
g026\a001_s001_g026_0081.T.CW.mat,0.05,10,-0.375,81
g026\a001_s001_g026_0082.T.CW.mat,0.05,10,-0.375,82
g026\a001_s001_g026_0083.T.CW.mat,0.05,10,-0.375,83
g026\a001_s001_g026_0084.T.CW.mat,0.05,10,-0.375,84
g026\a001_s001_g026_0085.T.CW.mat,0.05,10,-0.375,85
g026\a001_s001_g026_0086.T.CW.mat,0.05,10,-0.375,86
g026\a001_s001_g026_0087.T.CW.mat,0.05,10,-0.375,87
g026\a001_s001_g026_0088.T.CW.mat,0.05,10,-0.375,88
g026\a001_s001_g026_0089.T.CW.mat,0.05,10,-0.375,89
g026\a001_s001_g026_0090.T.CW.mat,0.05,10,-0.375,90
g026\a001_s001_g026_0091.T.CW.mat,0.05,10,-0.375,91
g026\a001_s001_g026_0092.T.CW.mat,0.05,10,-0.375,92
g026\a001_s001_g026_0093.T.CW.mat,0.05,10,-0.375,93
g026\a001_s001_g026_0094.T.CW.mat,0.05,10,-0.375,94
g026\a001_s001_g026_0095.T.CW.mat,0.05,10,-0.375,95
g026\a001_s001_g026_0096.T.CW.mat,0.05,10,-0.375,96
g026\a001_s001_g026_0097.T.CW.mat,0.05,10,-0.375,97
