image,ua,us,g,run
g013\a001_s001_g013_0061.T.CW.mat,0.05,10,-0.7,61
g013\a001_s001_g013_0062.T.CW.mat,0.05,10,-0.7,62
g013\a001_s001_g013_0063.T.CW.mat,0.05,10,-0.7,63
g013\a001_s001_g013_0064.T.CW.mat,0.05,10,-0.7,64
g013\a001_s001_g013_0065.T.CW.mat,0.05,10,-0.7,65
g013\a001_s001_g013_0066.T.CW.mat,0.05,10,-0.7,66
g013\a001_s001_g013_0067.T.CW.mat,0.05,10,-0.7,67
g013\a001_s001_g013_0068.T.CW.mat,0.05,10,-0.7,68
g013\a001_s001_g013_0069.T.CW.mat,0.05,10,-0.7,69
g013\a001_s001_g013_0070.T.CW.mat,0.05,10,-0.7,70
g013\a001_s001_g013_0071.T.CW.mat,0.05,10,-0.7,71
g013\a001_s001_g013_0072.T.CW.mat,0.05,10,-0.7,72
g013\a001_s001_g013_0073.T.CW.mat,0.05,10,-0.7,73
g013\a001_s001_g013_0074.T.CW.mat,0.05,10,-0.7,74
g013\a001_s001_g013_0075.T.CW.mat,0.05,10,-0.7,75
g013\a001_s001_g013_0076.T.CW.mat,0.05,10,-0.7,76
g013\a001_s001_g013_0077.T.CW.mat,0.05,10,-0.7,77
g013\a001_s001_g013_0078.T.CW.mat,0.05,10,-0.7,78
g013\a001_s001_g013_0079.T.CW.mat,0.05,10,-0.7,79
g013\a001_s001_g013_0080.T.CW.mat,0.05,10,-0.7,80
g013\a001_s001_g013_0081.T.CW.mat,0.05,10,-0.7,81
g013\a001_s001_g013_0082.T.CW.mat,0.05,10,-0.7,82
g013\a001_s001_g013_0083.T.CW.mat,0.05,10,-0.7,83
g013\a001_s001_g013_0084.T.CW.mat,0.05,10,-0.7,84
g013\a001_s001_g013_0085.T.CW.mat,0.05,10,-0.7,85
g013\a001_s001_g013_0086.T.CW.mat,0.05,10,-0.7,86
g013\a001_s001_g013_0087.T.CW.mat,0.05,10,-0.7,87
g013\a001_s001_g013_0088.T.CW.mat,0.05,10,-0.7,88
g013\a001_s001_g013_0089.T.CW.mat,0.05,10,-0.7,89
g013\a001_s001_g013_0090.T.CW.mat,0.05,10,-0.7,90
g013\a001_s001_g013_0091.T.CW.mat,0.05,10,-0.7,91
g013\a001_s001_g013_0092.T.CW.mat,0.05,10,-0.7,92
g013\a001_s001_g013_0093.T.CW.mat,0.05,10,-0.7,93
g013\a001_s001_g013_0094.T.CW.mat,0.05,10,-0.7,94
g013\a001_s001_g013_0095.T.CW.mat,0.05,10,-0.7,95
g013\a001_s001_g013_0096.T.CW.mat,0.05,10,-0.7,96
g013\a001_s001_g013_0097.T.CW.mat,0.05,10,-0.7,97
g013\a001_s001_g013_0098.T.CW.mat,0.05,10,-0.7,98
g013\a001_s001_g013_0099.T.CW.mat,0.05,10,-0.7,99
g013\a001_s001_g013_0100.T.CW.mat,0.05,10,-0.7,100
g014\a001_s001_g014_0001.T.CW.mat,0.05,10,-0.675,1
g014\a001_s001_g014_0002.T.CW.mat,0.05,10,-0.675,2
g014\a001_s001_g014_0003.T.CW.mat,0.05,10,-0.675,3
g014\a001_s001_g014_0004.T.CW.mat,0.05,10,-0.675,4
g014\a001_s001_g014_0005.T.CW.mat,0.05,10,-0.675,5
g014\a001_s001_g014_0006.T.CW.mat,0.05,10,-0.675,6
g014\a001_s001_g014_0007.T.CW.mat,0.05,10,-0.675,7
g014\a001_s001_g014_0008.T.CW.mat,0.05,10,-0.675,8
g014\a001_s001_g014_0009.T.CW.mat,0.05,10,-0.675,9
g014\a001_s001_g014_0010.T.CW.mat,0.05,10,-0.675,10
g014\a001_s001_g014_0011.T.CW.mat,0.05,10,-0.675,11
g014\a001_s001_g014_0012.T.CW.mat,0.05,10,-0.675,12
g014\a001_s001_g014_0013.T.CW.mat,0.05,10,-0.675,13
g014\a001_s001_g014_0014.T.CW.mat,0.05,10,-0.675,14
g014\a001_s001_g014_0015.T.CW.mat,0.05,10,-0.675,15
g014\a001_s001_g014_0016.T.CW.mat,0.05,10,-0.675,16
g014\a001_s001_g014_0017.T.CW.mat,0.05,10,-0.675,17
g014\a001_s001_g014_0018.T.CW.mat,0.05,10,-0.675,18
g014\a001_s001_g014_0019.T.CW.mat,0.05,10,-0.675,19
g014\a001_s001_g014_0020.T.CW.mat,0.05,10,-0.675,20
g014\a001_s001_g014_0021.T.CW.mat,0.05,10,-0.675,21
g014\a001_s001_g014_0022.T.CW.mat,0.05,10,-0.675,22
g014\a001_s001_g014_0023.T.CW.mat,0.05,10,-0.675,23
g014\a001_s001_g014_0024.T.CW.mat,0.05,10,-0.675,24
g014\a001_s001_g014_0025.T.CW.mat,0.05,10,-0.675,25
g014\a001_s001_g014_0026.T.CW.mat,0.05,10,-0.675,26
g014\a001_s001_g014_0027.T.CW.mat,0.05,10,-0.675,27
g014\a001_s001_g014_0028.T.CW.mat,0.05,10,-0.675,28
g014\a001_s001_g014_0029.T.CW.mat,0.05,10,-0.675,29
g014\a001_s001_g014_0030.T.CW.mat,0.05,10,-0.675,30
g014\a001_s001_g014_0031.T.CW.mat,0.05,10,-0.675,31
g014\a001_s001_g014_0032.T.CW.mat,0.05,10,-0.675,32
g014\a001_s001_g014_0033.T.CW.mat,0.05,10,-0.675,33
g014\a001_s001_g014_0034.T.CW.mat,0.05,10,-0.675,34
g014\a001_s001_g014_0035.T.CW.mat,0.05,10,-0.675,35
g014\a001_s001_g014_0036.T.CW.mat,0.05,10,-0.675,36
g014\a001_s001_g014_0037.T.CW.mat,0.05,10,-0.675,37
g014\a001_s001_g014_0038.T.CW.mat,0.05,10,-0.675,38
g014\a001_s001_g014_0039.T.CW.mat,0.05,10,-0.675,39
g014\a001_s001_g014_0040.T.CW.mat,0.05,10,-0.675,40
g014\a001_s001_g014_0041.T.CW.mat,0.05,10,-0.675,41
g014\a001_s001_g014_0042.T.CW.mat,0.05,10,-0.675,42
g014\a001_s001_g014_0043.T.CW.mat,0.05,10,-0.675,43
g014\a001_s001_g014_0044.T.CW.mat,0.05,10,-0.675,44
g014\a001_s001_g014_0045.T.CW.mat,0.05,10,-0.675,45
g014\a001_s001_g014_0046.T.CW.mat,0.05,10,-0.675,46
g014\a001_s001_g014_0047.T.CW.mat,0.05,10,-0.675,47
g014\a001_s001_g014_0048.T.CW.mat,0.05,10,-0.675,48
g014\a001_s001_g014_0049.T.CW.mat,0.05,10,-0.675,49
g014\a001_s001_g014_0050.T.CW.mat,0.05,10,-0.675,50
g014\a001_s001_g014_0051.T.CW.mat,0.05,10,-0.675,51
g014\a001_s001_g014_0052.T.CW.mat,0.05,10,-0.675,52
g014\a001_s001_g014_0053.T.CW.mat,0.05,10,-0.675,53
g014\a001_s001_g014_0054.T.CW.mat,0.05,10,-0.675,54
g014\a001_s001_g014_0055.T.CW.mat,0.05,10,-0.675,55
g014\a001_s001_g014_0056.T.CW.mat,0.05,10,-0.675,56
g014\a001_s001_g014_0057.T.CW.mat,0.05,10,-0.675,57
g014\a001_s001_g014_0058.T.CW.mat,0.05,10,-0.675,58
g014\a001_s001_g014_0059.T.CW.mat,0.05,10,-0.675,59
g014\a001_s001_g014_0060.T.CW.mat,0.05,10,-0.675,60
g014\a001_s001_g014_0061.T.CW.mat,0.05,10,-0.675,61
g014\a001_s001_g014_0062.T.CW.mat,0.05,10,-0.675,62
g014\a001_s001_g014_0063.T.CW.mat,0.05,10,-0.675,63
g014\a001_s001_g014_0064.T.CW.mat,0.05,10,-0.675,64
g014\a001_s001_g014_0065.T.CW.mat,0.05,10,-0.675,65
g014\a001_s001_g014_0066.T.CW.mat,0.05,10,-0.675,66
g014\a001_s001_g014_0067.T.CW.mat,0.05,10,-0.675,67
g014\a001_s001_g014_0068.T.CW.mat,0.05,10,-0.675,68
g014\a001_s001_g014_0069.T.CW.mat,0.05,10,-0.675,69
g014\a001_s001_g014_0070.T.CW.mat,0.05,10,-0.675,70
g014\a001_s001_g014_0071.T.CW.mat,0.05,10,-0.675,71
g014\a001_s001_g014_0072.T.CW.mat,0.05,10,-0.675,72
g014\a001_s001_g014_0073.T.CW.mat,0.05,10,-0.675,73
g014\a001_s001_g014_0074.T.CW.mat,0.05,10,-0.675,74
g014\a001_s001_g014_0075.T.CW.mat,0.05,10,-0.675,75
g014\a001_s001_g014_0076.T.CW.mat,0.05,10,-0.675,76
g014\a001_s001_g014_0077.T.CW.mat,0.05,10,-0.675,77
g014\a001_s001_g014_0078.T.CW.mat,0.05,10,-0.675,78
g014\a001_s001_g014_0079.T.CW.mat,0.05,10,-0.675,79
g014\a001_s001_g014_0080.T.CW.mat,0.05,10,-0.675,80
g014\a001_s001_g014_0081.T.CW.mat,0.05,10,-0.675,81
g014\a001_s001_g014_0082.T.CW.mat,0.05,10,-0.675,82
g014\a001_s001_g014_0083.T.CW.mat,0.05,10,-0.675,83
g014\a001_s001_g014_0084.T.CW.mat,0.05,10,-0.675,84
g014\a001_s001_g014_0085.T.CW.mat,0.05,10,-0.675,85
g014\a001_s001_g014_0086.T.CW.mat,0.05,10,-0.675,86
g014\a001_s001_g014_0087.T.CW.mat,0.05,10,-0.675,87
g014\a001_s001_g014_0088.T.CW.mat,0.05,10,-0.675,88
g014\a001_s001_g014_0089.T.CW.mat,0.05,10,-0.675,89
g014\a001_s001_g014_0090.T.CW.mat,0.05,10,-0.675,90
g014\a001_s001_g014_0091.T.CW.mat,0.05,10,-0.675,91
g014\a001_s001_g014_0092.T.CW.mat,0.05,10,-0.675,92
g014\a001_s001_g014_0093.T.CW.mat,0.05,10,-0.675,93
g014\a001_s001_g014_0094.T.CW.mat,0.05,10,-0.675,94
g014\a001_s001_g014_0095.T.CW.mat,0.05,10,-0.675,95
g014\a001_s001_g014_0096.T.CW.mat,0.05,10,-0.675,96
g014\a001_s001_g014_0097.T.CW.mat,0.05,10,-0.675,97
g014\a001_s001_g014_0098.T.CW.mat,0.05,10,-0.675,98
g014\a001_s001_g014_0099.T.CW.mat,0.05,10,-0.675,99
g014\a001_s001_g014_0100.T.CW.mat,0.05,10,-0.675,100
g015\a001_s001_g015_0001.T.CW.mat,0.05,10,-0.65,1
g015\a001_s001_g015_0002.T.CW.mat,0.05,10,-0.65,2
g015\a001_s001_g015_0003.T.CW.mat,0.05,10,-0.65,3
g015\a001_s001_g015_0004.T.CW.mat,0.05,10,-0.65,4
g015\a001_s001_g015_0005.T.CW.mat,0.05,10,-0.65,5
g015\a001_s001_g015_0006.T.CW.mat,0.05,10,-0.65,6
g015\a001_s001_g015_0007.T.CW.mat,0.05,10,-0.65,7
g015\a001_s001_g015_0008.T.CW.mat,0.05,10,-0.65,8
g015\a001_s001_g015_0009.T.CW.mat,0.05,10,-0.65,9
g015\a001_s001_g015_0010.T.CW.mat,0.05,10,-0.65,10
g015\a001_s001_g015_0011.T.CW.mat,0.05,10,-0.65,11
g015\a001_s001_g015_0012.T.CW.mat,0.05,10,-0.65,12
g015\a001_s001_g015_0013.T.CW.mat,0.05,10,-0.65,13
g015\a001_s001_g015_0014.T.CW.mat,0.05,10,-0.65,14
g015\a001_s001_g015_0015.T.CW.mat,0.05,10,-0.65,15
g015\a001_s001_g015_0016.T.CW.mat,0.05,10,-0.65,16
g015\a001_s001_g015_0017.T.CW.mat,0.05,10,-0.65,17
g015\a001_s001_g015_0018.T.CW.mat,0.05,10,-0.65,18
g015\a001_s001_g015_0019.T.CW.mat,0.05,10,-0.65,19
g015\a001_s001_g015_0020.T.CW.mat,0.05,10,-0.65,20
g015\a001_s001_g015_0021.T.CW.mat,0.05,10,-0.65,21
g015\a001_s001_g015_0022.T.CW.mat,0.05,10,-0.65,22
g015\a001_s001_g015_0023.T.CW.mat,0.05,10,-0.65,23
g015\a001_s001_g015_0024.T.CW.mat,0.05,10,-0.65,24
g015\a001_s001_g015_0025.T.CW.mat,0.05,10,-0.65,25
g015\a001_s001_g015_0026.T.CW.mat,0.05,10,-0.65,26
g015\a001_s001_g015_0027.T.CW.mat,0.05,10,-0.65,27
g015\a001_s001_g015_0028.T.CW.mat,0.05,10,-0.65,28
g015\a001_s001_g015_0029.T.CW.mat,0.05,10,-0.65,29
g015\a001_s001_g015_0030.T.CW.mat,0.05,10,-0.65,30
g015\a001_s001_g015_0031.T.CW.mat,0.05,10,-0.65,31
g015\a001_s001_g015_0032.T.CW.mat,0.05,10,-0.65,32
g015\a001_s001_g015_0033.T.CW.mat,0.05,10,-0.65,33
g015\a001_s001_g015_0034.T.CW.mat,0.05,10,-0.65,34
g015\a001_s001_g015_0035.T.CW.mat,0.05,10,-0.65,35
g015\a001_s001_g015_0036.T.CW.mat,0.05,10,-0.65,36
g015\a001_s001_g015_0037.T.CW.mat,0.05,10,-0.65,37
g015\a001_s001_g015_0038.T.CW.mat,0.05,10,-0.65,38
g015\a001_s001_g015_0039.T.CW.mat,0.05,10,-0.65,39
g015\a001_s001_g015_0040.T.CW.mat,0.05,10,-0.65,40
g015\a001_s001_g015_0041.T.CW.mat,0.05,10,-0.65,41
g015\a001_s001_g015_0042.T.CW.mat,0.05,10,-0.65,42
g015\a001_s001_g015_0043.T.CW.mat,0.05,10,-0.65,43
g015\a001_s001_g015_0044.T.CW.mat,0.05,10,-0.65,44
g015\a001_s001_g015_0045.T.CW.mat,0.05,10,-0.65,45
g015\a001_s001_g015_0046.T.CW.mat,0.05,10,-0.65,46
g015\a001_s001_g015_0047.T.CW.mat,0.05,10,-0.65,47
g015\a001_s001_g015_0048.T.CW.mat,0.05,10,-0.65,48
g015\a001_s001_g015_0049.T.CW.mat,0.05,10,-0.65,49
g015\a001_s001_g015_0050.T.CW.mat,0.05,10,-0.65,50
g015\a001_s001_g015_0051.T.CW.mat,0.05,10,-0.65,51
g015\a001_s001_g015_0052.T.CW.mat,0.05,10,-0.65,52
g015\a001_s001_g015_0053.T.CW.mat,0.05,10,-0.65,53
g015\a001_s001_g015_0054.T.CW.mat,0.05,10,-0.65,54
g015\a001_s001_g015_0055.T.CW.mat,0.05,10,-0.65,55
g015\a001_s001_g015_0056.T.CW.mat,0.05,10,-0.65,56
g015\a001_s001_g015_0057.T.CW.mat,0.05,10,-0.65,57
g015\a001_s001_g015_0058.T.CW.mat,0.05,10,-0.65,58
g015\a001_s001_g015_0059.T.CW.mat,0.05,10,-0.65,59
g015\a001_s001_g015_0060.T.CW.mat,0.05,10,-0.65,60
g015\a001_s001_g015_0061.T.CW.mat,0.05,10,-0.65,61
g015\a001_s001_g015_0062.T.CW.mat,0.05,10,-0.65,62
g015\a001_s001_g015_0063.T.CW.mat,0.05,10,-0.65,63
g015\a001_s001_g015_0064.T.CW.mat,0.05,10,-0.65,64
g015\a001_s001_g015_0065.T.CW.mat,0.05,10,-0.65,65
g015\a001_s001_g015_0066.T.CW.mat,0.05,10,-0.65,66
g015\a001_s001_g015_0067.T.CW.mat,0.05,10,-0.65,67
g015\a001_s001_g015_0068.T.CW.mat,0.05,10,-0.65,68
g015\a001_s001_g015_0069.T.CW.mat,0.05,10,-0.65,69
g015\a001_s001_g015_0070.T.CW.mat,0.05,10,-0.65,70
g015\a001_s001_g015_0071.T.CW.mat,0.05,10,-0.65,71
g015\a001_s001_g015_0072.T.CW.mat,0.05,10,-0.65,72
g015\a001_s001_g015_0073.T.CW.mat,0.05,10,-0.65,73
g015\a001_s001_g015_0074.T.CW.mat,0.05,10,-0.65,74
g015\a001_s001_g015_0075.T.CW.mat,0.05,10,-0.65,75
g015\a001_s001_g015_0076.T.CW.mat,0.05,10,-0.65,76
g015\a001_s001_g015_0077.T.CW.mat,0.05,10,-0.65,77
g015\a001_s001_g015_0078.T.CW.mat,0.05,10,-0.65,78
g015\a001_s001_g015_0079.T.CW.mat,0.05,10,-0.65,79
g015\a001_s001_g015_0080.T.CW.mat,0.05,10,-0.65,80
g015\a001_s001_g015_0081.T.CW.mat,0.05,10,-0.65,81
g015\a001_s001_g015_0082.T.CW.mat,0.05,10,-0.65,82
g015\a001_s001_g015_0083.T.CW.mat,0.05,10,-0.65,83
g015\a001_s001_g015_0084.T.CW.mat,0.05,10,-0.65,84
g015\a001_s001_g015_0085.T.CW.mat,0.05,10,-0.65,85
g015\a001_s001_g015_0086.T.CW.mat,0.05,10,-0.65,86
g015\a001_s001_g015_0087.T.CW.mat,0.05,10,-0.65,87
g015\a001_s001_g015_0088.T.CW.mat,0.05,10,-0.65,88
g015\a001_s001_g015_0089.T.CW.mat,0.05,10,-0.65,89
g015\a001_s001_g015_0090.T.CW.mat,0.05,10,-0.65,90
g015\a001_s001_g015_0091.T.CW.mat,0.05,10,-0.65,91
g015\a001_s001_g015_0092.T.CW.mat,0.05,10,-0.65,92
g015\a001_s001_g015_0093.T.CW.mat,0.05,10,-0.65,93
g015\a001_s001_g015_0094.T.CW.mat,0.05,10,-0.65,94
g015\a001_s001_g015_0095.T.CW.mat,0.05,10,-0.65,95
g015\a001_s001_g015_0096.T.CW.mat,0.05,10,-0.65,96
g015\a001_s001_g015_0097.T.CW.mat,0.05,10,-0.65,97
g015\a001_s001_g015_0098.T.CW.mat,0.05,10,-0.65,98
g015\a001_s001_g015_0099.T.CW.mat,0.05,10,-0.65,99
g015\a001_s001_g015_0100.T.CW.mat,0.05,10,-0.65,100
g016\a001_s001_g016_0001.T.CW.mat,0.05,10,-0.625,1
g016\a001_s001_g016_0002.T.CW.mat,0.05,10,-0.625,2
g016\a001_s001_g016_0003.T.CW.mat,0.05,10,-0.625,3
g016\a001_s001_g016_0004.T.CW.mat,0.05,10,-0.625,4
g016\a001_s001_g016_0005.T.CW.mat,0.05,10,-0.625,5
g016\a001_s001_g016_0006.T.CW.mat,0.05,10,-0.625,6
g016\a001_s001_g016_0007.T.CW.mat,0.05,10,-0.625,7
g016\a001_s001_g016_0008.T.CW.mat,0.05,10,-0.625,8
g016\a001_s001_g016_0009.T.CW.mat,0.05,10,-0.625,9
g016\a001_s001_g016_0010.T.CW.mat,0.05,10,-0.625,10
g016\a001_s001_g016_0011.T.CW.mat,0.05,10,-0.625,11
g016\a001_s001_g016_0012.T.CW.mat,0.05,10,-0.625,12
g016\a001_s001_g016_0013.T.CW.mat,0.05,10,-0.625,13
g016\a001_s001_g016_0014.T.CW.mat,0.05,10,-0.625,14
g016\a001_s001_g016_0015.T.CW.mat,0.05,10,-0.625,15
g016\a001_s001_g016_0016.T.CW.mat,0.05,10,-0.625,16
g016\a001_s001_g016_0017.T.CW.mat,0.05,10,-0.625,17
g016\a001_s001_g016_0018.T.CW.mat,0.05,10,-0.625,18
g016\a001_s001_g016_0019.T.CW.mat,0.05,10,-0.625,19
g016\a001_s001_g016_0020.T.CW.mat,0.05,10,-0.625,20
g016\a001_s001_g016_0021.T.CW.mat,0.05,10,-0.625,21
g016\a001_s001_g016_0022.T.CW.mat,0.05,10,-0.625,22
g016\a001_s001_g016_0023.T.CW.mat,0.05,10,-0.625,23
g016\a001_s001_g016_0024.T.CW.mat,0.05,10,-0.625,24
g016\a001_s001_g016_0025.T.CW.mat,0.05,10,-0.625,25
g016\a001_s001_g016_0026.T.CW.mat,0.05,10,-0.625,26
g016\a001_s001_g016_0027.T.CW.mat,0.05,10,-0.625,27
g016\a001_s001_g016_0028.T.CW.mat,0.05,10,-0.625,28
g016\a001_s001_g016_0029.T.CW.mat,0.05,10,-0.625,29
g016\a001_s001_g016_0030.T.CW.mat,0.05,10,-0.625,30
g016\a001_s001_g016_0031.T.CW.mat,0.05,10,-0.625,31
g016\a001_s001_g016_0032.T.CW.mat,0.05,10,-0.625,32
g016\a001_s001_g016_0033.T.CW.mat,0.05,10,-0.625,33
g016\a001_s001_g016_0034.T.CW.mat,0.05,10,-0.625,34
g016\a001_s001_g016_0035.T.CW.mat,0.05,10,-0.625,35
g016\a001_s001_g016_0036.T.CW.mat,0.05,10,-0.625,36
g016\a001_s001_g016_0037.T.CW.mat,0.05,10,-0.625,37
g016\a001_s001_g016_0038.T.CW.mat,0.05,10,-0.625,38
g016\a001_s001_g016_0039.T.CW.mat,0.05,10,-0.625,39
g016\a001_s001_g016_0040.T.CW.mat,0.05,10,-0.625,40
g016\a001_s001_g016_0041.T.CW.mat,0.05,10,-0.625,41
g016\a001_s001_g016_0042.T.CW.mat,0.05,10,-0.625,42
g016\a001_s001_g016_0043.T.CW.mat,0.05,10,-0.625,43
g016\a001_s001_g016_0044.T.CW.mat,0.05,10,-0.625,44
g016\a001_s001_g016_0045.T.CW.mat,0.05,10,-0.625,45
g016\a001_s001_g016_0046.T.CW.mat,0.05,10,-0.625,46
g016\a001_s001_g016_0047.T.CW.mat,0.05,10,-0.625,47
g016\a001_s001_g016_0048.T.CW.mat,0.05,10,-0.625,48
g016\a001_s001_g016_0049.T.CW.mat,0.05,10,-0.625,49
g016\a001_s001_g016_0050.T.CW.mat,0.05,10,-0.625,50
g016\a001_s001_g016_0051.T.CW.mat,0.05,10,-0.625,51
g016\a001_s001_g016_0052.T.CW.mat,0.05,10,-0.625,52
g016\a001_s001_g016_0053.T.CW.mat,0.05,10,-0.625,53
g016\a001_s001_g016_0054.T.CW.mat,0.05,10,-0.625,54
g016\a001_s001_g016_0055.T.CW.mat,0.05,10,-0.625,55
g016\a001_s001_g016_0056.T.CW.mat,0.05,10,-0.625,56
g016\a001_s001_g016_0057.T.CW.mat,0.05,10,-0.625,57
g016\a001_s001_g016_0058.T.CW.mat,0.05,10,-0.625,58
g016\a001_s001_g016_0059.T.CW.mat,0.05,10,-0.625,59
g016\a001_s001_g016_0060.T.CW.mat,0.05,10,-0.625,60
g016\a001_s001_g016_0061.T.CW.mat,0.05,10,-0.625,61
g016\a001_s001_g016_0062.T.CW.mat,0.05,10,-0.625,62
g016\a001_s001_g016_0063.T.CW.mat,0.05,10,-0.625,63
g016\a001_s001_g016_0064.T.CW.mat,0.05,10,-0.625,64
g016\a001_s001_g016_0065.T.CW.mat,0.05,10,-0.625,65
g016\a001_s001_g016_0066.T.CW.mat,0.05,10,-0.625,66
g016\a001_s001_g016_0067.T.CW.mat,0.05,10,-0.625,67
g016\a001_s001_g016_0068.T.CW.mat,0.05,10,-0.625,68
g016\a001_s001_g016_0069.T.CW.mat,0.05,10,-0.625,69
g016\a001_s001_g016_0070.T.CW.mat,0.05,10,-0.625,70
g016\a001_s001_g016_0071.T.CW.mat,0.05,10,-0.625,71
g016\a001_s001_g016_0072.T.CW.mat,0.05,10,-0.625,72
g016\a001_s001_g016_0073.T.CW.mat,0.05,10,-0.625,73
g016\a001_s001_g016_0074.T.CW.mat,0.05,10,-0.625,74
g016\a001_s001_g016_0075.T.CW.mat,0.05,10,-0.625,75
g016\a001_s001_g016_0076.T.CW.mat,0.05,10,-0.625,76
g016\a001_s001_g016_0077.T.CW.mat,0.05,10,-0.625,77
g016\a001_s001_g016_0078.T.CW.mat,0.05,10,-0.625,78
g016\a001_s001_g016_0079.T.CW.mat,0.05,10,-0.625,79
g016\a001_s001_g016_0080.T.CW.mat,0.05,10,-0.625,80
g016\a001_s001_g016_0081.T.CW.mat,0.05,10,-0.625,81
g016\a001_s001_g016_0082.T.CW.mat,0.05,10,-0.625,82
g016\a001_s001_g016_0083.T.CW.mat,0.05,10,-0.625,83
g016\a001_s001_g016_0084.T.CW.mat,0.05,10,-0.625,84
g016\a001_s001_g016_0085.T.CW.mat,0.05,10,-0.625,85
g016\a001_s001_g016_0086.T.CW.mat,0.05,10,-0.625,86
g016\a001_s001_g016_0087.T.CW.mat,0.05,10,-0.625,87
g016\a001_s001_g016_0088.T.CW.mat,0.05,10,-0.625,88
g016\a001_s001_g016_0089.T.CW.mat,0.05,10,-0.625,89
g016\a001_s001_g016_0090.T.CW.mat,0.05,10,-0.625,90
g016\a001_s001_g016_0091.T.CW.mat,0.05,10,-0.625,91
g016\a001_s001_g016_0092.T.CW.mat,0.05,10,-0.625,92
g016\a001_s001_g016_0093.T.CW.mat,0.05,10,-0.625,93
g016\a001_s001_g016_0094.T.CW.mat,0.05,10,-0.625,94
g016\a001_s001_g016_0095.T.CW.mat,0.05,10,-0.625,95
g016\a001_s001_g016_0096.T.CW.mat,0.05,10,-0.625,96
g016\a001_s001_g016_0097.T.CW.mat,0.05,10,-0.625,97
g016\a001_s001_g016_0098.T.CW.mat,0.05,10,-0.625,98
g016\a001_s001_g016_0099.T.CW.mat,0.05,10,-0.625,99
g016\a001_s001_g016_0100.T.CW.mat,0.05,10,-0.625,100
g017\a001_s001_g017_0001.T.CW.mat,0.05,10,-0.6,1
g017\a001_s001_g017_0002.T.CW.mat,0.05,10,-0.6,2
g017\a001_s001_g017_0003.T.CW.mat,0.05,10,-0.6,3
g017\a001_s001_g017_0004.T.CW.mat,0.05,10,-0.6,4
g017\a001_s001_g017_0005.T.CW.mat,0.05,10,-0.6,5
g017\a001_s001_g017_0006.T.CW.mat,0.05,10,-0.6,6
g017\a001_s001_g017_0007.T.CW.mat,0.05,10,-0.6,7
g017\a001_s001_g017_0008.T.CW.mat,0.05,10,-0.6,8
g017\a001_s001_g017_0009.T.CW.mat,0.05,10,-0.6,9
g017\a001_s001_g017_0010.T.CW.mat,0.05,10,-0.6,10
g017\a001_s001_g017_0011.T.CW.mat,0.05,10,-0.6,11
g017\a001_s001_g017_0012.T.CW.mat,0.05,10,-0.6,12
g017\a001_s001_g017_0013.T.CW.mat,0.05,10,-0.6,13
g017\a001_s001_g017_0014.T.CW.mat,0.05,10,-0.6,14
g017\a001_s001_g017_0015.T.CW.mat,0.05,10,-0.6,15
g017\a001_s001_g017_0016.T.CW.mat,0.05,10,-0.6,16
g017\a001_s001_g017_0017.T.CW.mat,0.05,10,-0.6,17
g017\a001_s001_g017_0018.T.CW.mat,0.05,10,-0.6,18
g017\a001_s001_g017_0019.T.CW.mat,0.05,10,-0.6,19
g017\a001_s001_g017_0020.T.CW.mat,0.05,10,-0.6,20
g017\a001_s001_g017_0021.T.CW.mat,0.05,10,-0.6,21
g017\a001_s001_g017_0022.T.CW.mat,0.05,10,-0.6,22
g017\a001_s001_g017_0023.T.CW.mat,0.05,10,-0.6,23
g017\a001_s001_g017_0024.T.CW.mat,0.05,10,-0.6,24
g017\a001_s001_g017_0025.T.CW.mat,0.05,10,-0.6,25
g017\a001_s001_g017_0026.T.CW.mat,0.05,10,-0.6,26
g017\a001_s001_g017_0027.T.CW.mat,0.05,10,-0.6,27
g017\a001_s001_g017_0028.T.CW.mat,0.05,10,-0.6,28
g017\a001_s001_g017_0029.T.CW.mat,0.05,10,-0.6,29
g017\a001_s001_g017_0030.T.CW.mat,0.05,10,-0.6,30
g017\a001_s001_g017_0031.T.CW.mat,0.05,10,-0.6,31
g017\a001_s001_g017_0032.T.CW.mat,0.05,10,-0.6,32
g017\a001_s001_g017_0033.T.CW.mat,0.05,10,-0.6,33
g017\a001_s001_g017_0034.T.CW.mat,0.05,10,-0.6,34
g017\a001_s001_g017_0035.T.CW.mat,0.05,10,-0.6,35
g017\a001_s001_g017_0036.T.CW.mat,0.05,10,-0.6,36
g017\a001_s001_g017_0037.T.CW.mat,0.05,10,-0.6,37
g017\a001_s001_g017_0038.T.CW.mat,0.05,10,-0.6,38
g017\a001_s001_g017_0039.T.CW.mat,0.05,10,-0.6,39
g017\a001_s001_g017_0040.T.CW.mat,0.05,10,-0.6,40
g017\a001_s001_g017_0041.T.CW.mat,0.05,10,-0.6,41
g017\a001_s001_g017_0042.T.CW.mat,0.05,10,-0.6,42
g017\a001_s001_g017_0043.T.CW.mat,0.05,10,-0.6,43
g017\a001_s001_g017_0044.T.CW.mat,0.05,10,-0.6,44
g017\a001_s001_g017_0045.T.CW.mat,0.05,10,-0.6,45
g017\a001_s001_g017_0046.T.CW.mat,0.05,10,-0.6,46
g017\a001_s001_g017_0047.T.CW.mat,0.05,10,-0.6,47
g017\a001_s001_g017_0048.T.CW.mat,0.05,10,-0.6,48
